customer_id,total_calls,avg_service_time,total_service_time,avg_vru_time,avg_queue_time,total_hangs,avg_priority,first_call,last_call,hang_rate,customer_lifetime_days,cluster
615484.0,1,1.0,1,5.0,29.0,0,2.0,1999-06-20,1999-06-20,0.0,0,2
615666.0,4,21.5,86,6.0,125.25,3,1.0,1999-08-03,1999-08-09,75.0,6,0
618900.0,14,345.64,4839,6.0,57.07,0,2.0,1999-01-17,1999-06-09,0.0,143,2
624320.0,4,70.5,282,5.25,129.0,0,1.0,1999-04-28,1999-05-25,0.0,27,0
629733.0,3,41.33,124,3.67,62.67,0,1.0,1999-02-15,1999-11-23,0.0,281,0
629790.0,2,70.5,141,6.0,94.0,0,1.0,1999-02-22,1999-06-21,0.0,119,0
632166.0,6,134.17,805,5.67,50.83,2,1.33,1999-03-28,1999-10-12,33.33,198,0
641902.0,32,261.16,8357,5.41,51.0,2,1.53,1999-01-04,1999-12-10,6.25,340,2
651372.0,1,3.0,3,6.0,161.0,0,2.0,1999-01-10,1999-01-10,0.0,0,2
653675.0,1,300.0,300,6.0,6.0,0,2.0,1999-09-24,1999-09-24,0.0,0,2
654061.0,1,389.0,389,5.0,41.0,0,2.0,1999-11-07,1999-11-07,0.0,0,2
659177.0,3,87.67,263,5.67,49.67,1,2.0,1999-02-07,1999-11-01,33.33,267,2
661173.0,1,0.0,0,5.0,143.0,1,2.0,1999-04-18,1999-04-18,100.0,0,2
669812.0,24,140.75,3378,5.38,78.21,4,2.0,1999-03-10,1999-12-21,16.67,286,2
675306.0,110,219.74,24171,5.65,103.94,3,2.0,1999-01-03,1999-12-29,2.73,360,2
689570.0,1,9.0,9,6.0,1.0,1,2.0,1999-06-15,1999-06-15,100.0,0,2
690750.0,1,85.0,85,5.0,205.0,0,1.0,1999-05-06,1999-05-06,0.0,0,0
691824.0,2,174.0,348,5.5,154.5,0,2.0,1999-06-07,1999-07-06,0.0,29,2
703074.0,660,286.76,189262,5.77,136.37,40,2.0,1999-01-03,1999-12-30,6.06,361,2
705012.0,14,47.71,668,5.14,49.57,5,2.0,1999-02-01,1999-11-11,35.71,283,2
709501.0,1,38.0,38,6.0,69.0,0,2.0,1999-07-27,1999-07-27,0.0,0,2
713081.0,23,164.91,3793,5.74,86.09,9,2.0,1999-05-25,1999-12-22,39.13,211,2
723080.0,8,43.5,348,5.0,31.88,5,1.0,1999-06-07,1999-08-03,62.5,57,0
725440.0,1,0.0,0,5.0,14.0,1,2.0,1999-03-03,1999-03-03,100.0,0,2
729962.0,1,292.0,292,6.0,85.0,0,2.0,1999-05-26,1999-05-26,0.0,0,2
732115.0,6,192.5,1155,6.0,84.0,0,2.0,1999-02-03,1999-11-02,0.0,272,2
732768.0,1,0.0,0,6.0,66.0,1,2.0,1999-08-17,1999-08-17,100.0,0,2
738922.0,9,107.33,966,4.78,55.78,5,2.0,1999-02-25,1999-11-30,55.56,278,2
739706.0,2,216.5,433,6.0,94.0,0,2.0,1999-02-09,1999-02-22,0.0,13,2
740522.0,17,209.82,3567,5.35,82.41,3,2.0,1999-02-03,1999-12-09,17.65,309,2
740654.0,7,101.71,712,5.86,116.29,0,2.0,1999-07-12,1999-12-08,0.0,149,2
740886.0,8,67.75,542,5.5,76.38,4,2.0,1999-03-07,1999-12-06,50.0,274,2
742338.0,35,198.91,6962,5.57,72.17,1,2.0,1999-01-13,1999-11-05,2.86,296,2
747162.0,1,0.0,0,6.0,15.0,1,1.0,1999-06-16,1999-06-16,100.0,0,0
755058.0,4,60.25,241,4.25,124.5,2,1.0,1999-03-11,1999-03-15,50.0,4,0
756502.0,1,270.0,270,5.0,171.0,0,1.0,1999-04-22,1999-04-22,0.0,0,0
762385.0,7,98.86,692,5.71,60.86,0,1.71,1999-02-07,1999-12-30,0.0,326,2
764118.0,9,44.33,399,4.89,46.44,4,1.0,1999-02-09,1999-06-20,44.44,131,0
766287.0,12,119.0,1428,5.25,69.17,6,1.0,1999-03-07,1999-08-04,50.0,150,0
771923.0,3,208.67,626,6.0,25.0,0,2.0,1999-07-12,1999-08-03,0.0,22,2
779066.0,60,130.4,7824,5.48,107.45,22,1.0,1999-01-18,1999-12-09,36.67,325,0
782649.0,8,117.25,938,5.25,56.38,1,2.0,1999-01-03,1999-11-24,12.5,325,2
783670.0,2,87.0,174,5.5,51.0,1,1.0,1999-02-10,1999-08-16,50.0,187,0
790105.0,2,33.0,66,6.0,247.5,0,2.0,1999-07-28,1999-07-28,0.0,0,2
792036.0,26,117.38,3052,6.31,73.12,2,2.0,1999-03-14,1999-12-15,7.69,276,2
793968.0,2,0.0,0,5.0,35.0,2,2.0,1999-08-31,1999-10-26,100.0,56,2
794495.0,65,220.15,14310,5.89,85.23,6,2.0,1999-03-14,1999-12-30,9.23,291,2
802793.0,1,340.0,340,5.0,21.0,0,2.0,1999-03-01,1999-03-01,0.0,0,2
806265.0,18,217.78,3920,5.39,134.72,1,1.0,1999-03-10,1999-12-20,5.56,285,0
812073.0,2,79.0,158,5.5,37.5,0,2.0,1999-04-09,1999-05-02,0.0,23,2
813154.0,24,94.12,2259,5.21,142.0,5,1.0,1999-03-01,1999-11-02,20.83,246,0
817098.0,1,0.0,0,17.0,7.0,1,1.0,1999-05-08,1999-05-08,100.0,0,0
818138.0,3,202.0,606,4.33,28.67,1,2.0,1999-02-10,1999-05-17,33.33,96,2
824037.0,1,126.0,126,5.0,72.0,0,2.0,1999-05-06,1999-05-06,0.0,0,2
831925.0,2,3.5,7,8.0,10.5,1,2.0,1999-02-01,1999-05-23,50.0,111,2
836122.0,1,0.0,0,5.0,9.0,1,2.0,1999-05-16,1999-05-16,100.0,0,2
846659.0,42,61.69,2591,5.5,71.21,2,2.0,1999-01-04,1999-12-31,4.76,361,2
847012.0,122,86.22,10519,5.6,46.52,51,2.0,1999-01-01,1999-12-19,41.8,352,2
853432.0,1,98.0,98,5.0,314.0,0,2.0,1999-03-15,1999-03-15,0.0,0,2
858415.0,36,292.08,10515,5.75,100.47,0,2.0,1999-02-07,1999-12-09,0.0,305,2
859009.0,2,22.5,45,6.0,36.0,1,1.0,1999-12-15,1999-12-15,50.0,0,0
859199.0,2,196.5,393,5.5,79.0,0,2.0,1999-02-07,1999-05-20,0.0,102,2
859231.0,83,145.66,12090,5.6,101.47,14,1.33,1999-01-18,1999-12-21,16.87,337,0
879304.0,29,94.52,2741,5.69,119.48,2,2.0,1999-02-01,1999-12-27,6.9,329,2
880666.0,5,184.0,920,6.0,82.0,1,1.0,1999-02-01,1999-09-02,20.0,213,0
893206.0,12,203.83,2446,5.58,57.17,4,2.0,1999-02-05,1999-08-01,33.33,177,2
893719.0,6,124.17,745,5.33,75.5,0,2.0,1999-02-01,1999-09-03,0.0,214,2
904078.0,10,29.8,298,4.0,71.8,6,1.0,1999-03-05,1999-09-02,60.0,181,0
904268.0,10,72.4,724,5.4,51.1,3,2.0,1999-03-10,1999-11-08,30.0,243,2
910901.0,2,0.0,0,52.5,31.0,2,2.0,1999-12-30,1999-12-30,100.0,0,2
911487.0,24,152.92,3670,5.0,73.08,5,1.0,1999-01-06,1999-12-11,20.83,339,0
912899.0,1,0.0,0,6.0,21.0,1,1.0,1999-08-09,1999-08-09,100.0,0,0
923169.0,2,0.0,0,6.0,30.5,2,2.0,1999-03-22,1999-10-04,100.0,196,2
924167.0,53,139.21,7378,5.49,92.43,4,2.0,1999-01-19,1999-12-17,7.55,332,2
928242.0,1,62.0,62,6.0,160.0,0,1.0,1999-04-04,1999-04-04,0.0,0,0
928713.0,6,98.5,591,5.5,45.67,2,2.0,1999-01-10,1999-12-13,33.33,337,2
937730.0,2,8.5,17,4.0,30.0,1,2.0,1999-05-07,1999-05-07,50.0,0,2
940551.0,4,5.25,21,5.25,77.25,0,1.0,1999-02-01,1999-10-04,0.0,245,0
955690.0,9,201.11,1810,5.78,62.33,1,2.0,1999-02-04,1999-11-25,11.11,294,2
961433.0,53,129.81,6880,5.57,83.25,5,2.0,1999-01-01,1999-12-29,9.43,362,2
974642.0,7,208.71,1461,5.71,67.29,0,1.71,1999-03-14,1999-12-08,0.0,269,2
977165.0,3,203.33,610,5.33,89.0,0,2.0,1999-04-20,1999-10-07,0.0,170,2
991240.0,3,98.0,294,5.33,153.33,1,2.0,1999-06-13,1999-09-13,33.33,92,2
995860.0,17,298.06,5067,5.41,117.0,3,1.0,1999-01-07,1999-12-04,17.65,331,0
1000041.0,2,62.0,124,6.0,34.0,0,2.0,1999-02-16,1999-08-31,0.0,196,2
1000199.0,2,2.5,5,5.0,105.5,1,1.0,1999-12-26,1999-12-26,50.0,0,0
1002724.0,13,207.0,2691,5.0,52.08,4,2.0,1999-01-19,1999-08-17,30.77,210,2
1009646.0,2,2.5,5,5.5,135.0,1,0.0,1999-02-17,1999-07-19,50.0,152,0
1011527.0,7,144.29,1010,5.71,57.57,0,2.0,1999-02-22,1999-11-11,0.0,262,2
1018456.0,12,260.08,3121,5.5,79.92,1,2.0,1999-01-06,1999-12-21,8.33,349,2
1019041.0,4,122.0,488,5.75,31.0,0,1.0,1999-10-01,1999-11-30,0.0,60,0
1022102.0,1,0.0,0,5.0,10.0,1,2.0,1999-04-12,1999-04-12,100.0,0,2
1043249.0,23,178.48,4105,6.13,75.61,2,2.0,1999-02-02,1999-12-30,8.7,331,2
1057918.0,12,48.33,580,5.33,97.0,5,1.0,1999-03-07,1999-12-30,41.67,298,0
1061167.0,1,0.0,0,5.0,11.0,1,2.0,1999-02-21,1999-02-21,100.0,0,2
1080761.0,1,44.0,44,5.0,11.0,0,2.0,1999-06-17,1999-06-17,0.0,0,2
1084789.0,27,92.44,2496,5.41,53.81,4,2.0,1999-01-04,1999-12-22,14.81,352,2
1093921.0,2,24.5,49,6.5,11.0,0,2.0,1999-03-01,1999-05-17,0.0,77,2
1100346.0,1,870.0,870,6.0,150.0,0,2.0,1999-04-11,1999-04-11,0.0,0,2
1100718.0,19,90.68,1723,5.68,67.37,2,2.0,1999-03-17,1999-12-05,10.53,263,2
1112507.0,1,154.0,154,6.0,116.0,0,2.0,1999-05-07,1999-05-07,0.0,0,2
1116490.0,15,386.2,5793,6.4,75.13,1,2.0,1999-05-06,1999-11-14,6.67,192,2
1122787.0,4,268.75,1075,6.0,122.0,2,2.0,1999-08-20,1999-12-21,50.0,123,2
1127182.0,2,86.5,173,5.5,14.5,1,2.0,1999-03-15,1999-03-24,50.0,9,2
1130871.0,91,262.41,23879,5.55,143.54,6,2.0,1999-01-14,1999-12-14,6.59,334,2
1132489.0,1,142.0,142,6.0,48.0,0,2.0,1999-07-19,1999-07-19,0.0,0,2
1136894.0,12,54.67,656,5.58,86.67,0,2.0,1999-06-30,1999-11-17,0.0,140,2
1147347.0,2,172.0,344,5.0,103.5,0,1.0,1999-08-16,1999-09-16,0.0,31,0
1151182.0,1,95.0,95,6.0,104.0,0,2.0,1999-03-04,1999-03-04,0.0,0,2
1152354.0,21,347.71,7302,5.24,81.05,3,2.0,1999-01-01,1999-07-18,14.29,198,2
1161660.0,200,189.12,37824,5.78,83.67,6,2.0,1999-01-04,1999-12-31,3.0,361,2
1173947.0,1,239.0,239,6.0,44.0,0,2.0,1999-12-01,1999-12-01,0.0,0,2
1178565.0,3,115.33,346,5.33,35.67,0,2.0,1999-01-01,1999-09-14,0.0,256,2
1187707.0,112,122.88,13762,5.63,88.2,13,2.0,1999-01-01,1999-12-26,11.61,359,2
1188556.0,7,111.43,780,6.86,149.57,0,2.0,1999-07-26,1999-12-28,0.0,155,2
1201110.0,5,431.4,2157,5.4,77.2,0,2.0,1999-03-14,1999-12-28,0.0,289,2
1201391.0,34,154.15,5241,5.62,127.74,2,2.0,1999-01-03,1999-12-29,5.88,360,2
1258615.0,8,179.12,1433,5.5,80.75,1,2.0,1999-02-14,1999-11-05,12.5,264,2
1261999.0,2,54.0,108,5.5,71.0,0,2.0,1999-07-14,1999-07-18,0.0,4,2
1264449.0,1,636.0,636,6.0,147.0,0,2.0,1999-02-05,1999-02-05,0.0,0,2
1267988.0,11,129.91,1429,5.27,91.45,2,2.0,1999-03-03,1999-12-27,18.18,299,2
1272160.0,3,545.0,1635,6.0,117.0,0,1.0,1999-12-08,1999-12-16,0.0,8,0
1279249.0,15,83.2,1248,4.67,41.33,5,2.0,1999-01-01,1999-11-09,33.33,312,2
1292705.0,47,94.4,4437,5.62,55.23,7,2.0,1999-01-07,1999-12-22,14.89,349,2
1312818.0,11,113.09,1244,5.91,105.36,3,2.0,1999-01-07,1999-08-29,27.27,234,2
1318583.0,19,256.53,4874,5.37,84.95,2,2.0,1999-01-21,1999-12-29,10.53,342,2
1336593.0,2,250.0,500,5.5,28.0,0,1.0,1999-02-03,1999-03-24,0.0,49,0
1344712.0,12,95.5,1146,5.5,74.33,1,2.0,1999-01-06,1999-12-02,8.33,330,2
1347707.0,2,4.5,9,6.5,303.5,0,1.0,1999-03-11,1999-12-28,0.0,292,0
1349075.0,1,107.0,107,6.0,158.0,0,1.0,1999-05-04,1999-05-04,0.0,0,0
1349125.0,1,0.0,0,5.0,52.0,1,0.0,1999-05-14,1999-05-14,100.0,0,0
1351329.0,3,101.0,303,6.33,25.0,1,2.0,1999-08-01,1999-08-02,33.33,1,2
1352889.0,1,0.0,0,6.0,21.0,1,2.0,1999-07-05,1999-07-05,100.0,0,2
1372119.0,1,526.0,526,5.0,26.0,0,2.0,1999-01-07,1999-01-07,0.0,0,2
1382043.0,82,298.12,24446,5.72,90.7,6,2.0,1999-04-29,1999-12-29,7.32,244,2
1385301.0,3,201.33,604,5.33,98.67,0,2.0,1999-01-17,1999-08-02,0.0,197,2
1398130.0,2,88.5,177,6.0,50.5,0,2.0,1999-05-05,1999-08-03,0.0,90,2
1399617.0,13,155.15,2017,5.38,103.69,4,2.0,1999-09-16,1999-12-23,30.77,98,2
1400951.0,13,147.31,1915,5.77,80.54,1,2.0,1999-02-18,1999-12-16,7.69,301,2
1417104.0,1,65.0,65,5.0,55.0,0,1.0,1999-02-28,1999-02-28,0.0,0,0
1422161.0,18,111.56,2008,18.11,37.67,7,2.0,1999-01-18,1999-12-30,38.89,346,2
1426659.0,441,268.35,118344,5.76,116.2,25,2.0,1999-01-04,1999-12-29,5.67,359,2
1429448.0,1,189.0,189,6.0,48.0,0,1.0,1999-11-04,1999-11-04,0.0,0,0
1432657.0,34,103.12,3506,5.56,57.32,7,2.0,1999-03-05,1999-11-29,20.59,269,2
1436492.0,1,255.0,255,5.0,73.0,0,2.0,1999-01-30,1999-01-30,0.0,0,2
1442912.0,1,4.0,4,6.0,75.0,0,2.0,1999-01-10,1999-01-10,0.0,0,2
1445923.0,1,4.0,4,5.0,7.0,0,1.0,1999-10-05,1999-10-05,0.0,0,0
1454925.0,5,33.2,166,5.2,85.8,2,1.0,1999-05-06,1999-07-13,40.0,68,0
1458751.0,3,15.0,45,6.0,54.0,2,1.0,1999-01-03,1999-12-29,66.67,360,0
1460617.0,4,135.25,541,9.5,110.0,0,2.0,1999-01-04,1999-12-01,0.0,331,2
1462647.0,8,103.38,827,5.75,174.25,1,2.0,1999-03-29,1999-12-14,12.5,260,2
1466671.0,3,75.33,226,5.67,60.67,0,2.0,1999-01-01,1999-12-03,0.0,336,2
1472323.0,1,30.0,30,6.0,30.0,0,1.0,1999-09-23,1999-09-23,0.0,0,0
1472703.0,4,171.0,684,6.0,60.75,0,2.0,1999-09-14,1999-12-30,0.0,107,2
1472844.0,5,109.0,545,6.0,95.2,1,2.0,1999-03-14,1999-07-02,20.0,110,2
1476621.0,1,567.0,567,6.0,24.0,0,2.0,1999-07-04,1999-07-04,0.0,0,2
1478262.0,2,434.5,869,6.0,39.5,0,2.0,1999-12-06,1999-12-07,0.0,1,2
1489624.0,21,69.1,1451,5.48,59.57,3,2.0,1999-05-17,1999-12-30,14.29,227,2
1496512.0,6,270.83,1625,5.83,77.67,0,2.0,1999-04-09,1999-12-13,0.0,248,2
1496553.0,15,201.53,3023,5.6,74.13,1,2.0,1999-01-06,1999-11-30,6.67,328,2
1497098.0,2,287.5,575,6.0,80.0,0,2.0,1999-01-26,1999-08-10,0.0,196,2
1500958.0,10,269.1,2691,5.4,90.6,1,2.0,1999-03-03,1999-08-05,10.0,155,2
1525468.0,4,484.5,1938,5.75,72.75,0,2.0,1999-10-29,1999-12-22,0.0,54,2
1528660.0,8,389.62,3117,5.12,71.12,1,2.0,1999-05-20,1999-07-28,12.5,69,2
1530831.0,6,185.17,1111,6.17,114.67,1,2.0,1999-03-03,1999-12-15,16.67,287,2
1540939.0,13,103.15,1341,5.62,122.08,1,1.0,1999-11-16,1999-12-30,7.69,44,0
1546175.0,7,525.0,3675,5.71,122.86,0,2.0,1999-07-15,1999-08-29,0.0,45,2
1546423.0,3,109.33,328,5.33,53.67,1,2.0,1999-07-14,1999-11-22,33.33,131,2
